Country,State,LGA,Ward,
NIGERIA,BORNO,SHANI,GWALASHO,
NIGERIA,BORNO,SHANI,GWASKARA,
NIGERIA,BORNO,SHANI,KOMBO,
NIGERIA,BORNO,SHANI,KUBO,
NIGERIA,BORNO,SHANI,LAKUNDUM,
NIGERIA,BORNO,SHANI,SHANI,
NIGERIA,BORNO,SHANI,WALAMA,
NIGERIA,CROSS RIVER,ABI,Adadama,
NIGERIA,CROSS RIVER,ABI,Afafanyi,
NIGERIA,CROSS RIVER,ABI,Ebom-Ebi Jakara,
NIGERIA,CROSS RIVER,ABI,Ediba,
NIGERIA,CROSS RIVER,ABI,Ekureku1,
NIGERIA,CROSS RIVER,ABI,Ekureku2,
NIGERIA,CROSS RIVER,ABI,Imabana 1,
NIGERIA,CROSS RIVER,ABI,Imabana 2,
NIGERIA,CROSS RIVER,ABI,Itigidi,
NIGERIA,CROSS RIVER,ABI,Usumutong,
NIGERIA,CROSS RIVER,AKAMKPA,Akamkpa Urban,
NIGERIA,CROSS RIVER,AKAMKPA,Awi,
NIGERIA,CROSS RIVER,AKAMKPA,Eku,
NIGERIA,CROSS RIVER,AKAMKPA,Iko,
NIGERIA,CROSS RIVER,AKAMKPA,Ikpai,
NIGERIA,CROSS RIVER,AKAMKPA,Mbarakom,
NIGERIA,CROSS RIVER,AKAMKPA,Oban,
NIGERIA,CROSS RIVER,AKAMKPA,Ojuk North,
NIGERIA,CROSS RIVER,AKAMKPA,Ojuk South,
NIGERIA,CROSS RIVER,AKAMKPA,Uyanga,
NIGERIA,CROSS RIVER,AKPABUYO,Atimbo East,
NIGERIA,CROSS RIVER,AKPABUYO,Atimbo West,
NIGERIA,CROSS RIVER,AKPABUYO,Eneyo,
NIGERIA,CROSS RIVER,AKPABUYO,Idundu-Anyaganse,
NIGERIA,CROSS RIVER,AKPABUYO,Ikang Central,
NIGERIA,CROSS RIVER,AKPABUYO,Ikang North,
NIGERIA,CROSS RIVER,AKPABUYO,Ikang South,
NIGERIA,CROSS RIVER,AKPABUYO,Ikot Edem Odo,
NIGERIA,CROSS RIVER,AKPABUYO,Ikot Eyo,
NIGERIA,CROSS RIVER,AKPABUYO,Ikot Nakanda,
NIGERIA,CROSS RIVER,BAKASSI,Abana,
NIGERIA,CROSS RIVER,BAKASSI,Akpankanya,
NIGERIA,CROSS RIVER,BAKASSI,Akwa,
NIGERIA,CROSS RIVER,BAKASSI,Ambai Ekpa,
NIGERIA,CROSS RIVER,BAKASSI,Amoto,
NIGERIA,CROSS RIVER,BAKASSI,Archibong,
NIGERIA,CROSS RIVER,BAKASSI,Atai Ema,
NIGERIA,CROSS RIVER,BAKASSI,Efut Inyang,
NIGERIA,CROSS RIVER,BAKASSI,Ekpot Abia,
NIGERIA,CROSS RIVER,BAKASSI,Odiong,
NIGERIA,CROSS RIVER,BEKWARA,Abuochiche,
NIGERIA,CROSS RIVER,BEKWARA,Beten,
NIGERIA,CROSS RIVER,BEKWARA,Gakem,
NIGERIA,CROSS RIVER,BEKWARA,Ibiaragidi,
NIGERIA,CROSS RIVER,BEKWARA,Nyanya,
NIGERIA,CROSS RIVER,BEKWARA,Ochagbe,
NIGERIA,CROSS RIVER,BEKWARA,Okpeche,
NIGERIA,CROSS RIVER,BEKWARA,Otukpuru,
NIGERIA,CROSS RIVER,BEKWARA,Ugboro,
NIGERIA,CROSS RIVER,BEKWARA,Ukpah,
NIGERIA,CROSS RIVER,BIASE,Abayong,
NIGERIA,CROSS RIVER,BIASE,Adim,
NIGERIA,CROSS RIVER,BIASE,Agwagune,
NIGERIA,CROSS RIVER,BIASE,Akpet-Abini,
NIGERIA,CROSS RIVER,BIASE,Biakpan,
NIGERIA,CROSS RIVER,BIASE,Ehom,
NIGERIA,CROSS RIVER,BIASE,Erei North,
NIGERIA,CROSS RIVER,BIASE,Erei South,
NIGERIA,CROSS RIVER,BIASE,Ikun-Etono,
NIGERIA,CROSS RIVER,BIASE,Umon North,
NIGERIA,CROSS RIVER,BIASE,Umon South,
NIGERIA,CROSS RIVER,BOKI,Abo,
NIGERIA,CROSS RIVER,BOKI,Alankwu,
NIGERIA,CROSS RIVER,BOKI,Beebo-Bumaji,
NIGERIA,CROSS RIVER,BOKI,Boje,
NIGERIA,CROSS RIVER,BOKI,Buda,
NIGERIA,CROSS RIVER,BOKI,Buentsebe,
NIGERIA,CROSS RIVER,BOKI,Bunyia,
NIGERIA,CROSS RIVER,BOKI,Ekpashi,
NIGERIA,CROSS RIVER,BOKI,Kakwagom,
NIGERIA,CROSS RIVER,BOKI,Ogep,
NIGERIA,CROSS RIVER,BOKI,Oku-Borum,
NIGERIA,CROSS RIVER,Calabar Municipal,Akim,
NIGERIA,CROSS RIVER,Calabar Municipal,Big Qua,
NIGERIA,CROSS RIVER,Calabar Municipal,Diamond,
NIGERIA,CROSS RIVER,Calabar Municipal,Ediba Ward,
NIGERIA,CROSS RIVER,Calabar Municipal,Edim Otop,
NIGERIA,CROSS RIVER,Calabar Municipal,Ikot Ansa,
NIGERIA,CROSS RIVER,Calabar Municipal,Ikot Effanga,
NIGERIA,CROSS RIVER,Calabar Municipal,Ikot Ishie,
NIGERIA,CROSS RIVER,Calabar Municipal,Ikot Omin,
NIGERIA,CROSS RIVER,Calabar Municipal,Kasuk,
NIGERIA,CROSS RIVER,CALABAR SOUTH,Ward 1,
NIGERIA,CROSS RIVER,CALABAR SOUTH,Ward 2,
NIGERIA,CROSS RIVER,CALABAR SOUTH,Ward 3,
NIGERIA,CROSS RIVER,CALABAR SOUTH,Ward 4,
NIGERIA,CROSS RIVER,CALABAR SOUTH,Ward 5,
NIGERIA,CROSS RIVER,CALABAR SOUTH,Ward 6,
NIGERIA,CROSS RIVER,CALABAR SOUTH,Ward 7,
NIGERIA,CROSS RIVER,CALABAR SOUTH,Ward 8,
NIGERIA,CROSS RIVER,CALABAR SOUTH,Ward 9,
NIGERIA,CROSS RIVER,CALABAR SOUTH,Ward10,
NIGERIA,CROSS RIVER,CALABAR SOUTH,Ward11,
NIGERIA,CROSS RIVER,CALABAR SOUTH,Ward12,
NIGERIA,CROSS RIVER,ETUNG,Abia,
NIGERIA,CROSS RIVER,ETUNG,Abijan,
NIGERIA,CROSS RIVER,ETUNG,Agbokim,
NIGERIA,CROSS RIVER,ETUNG,Ajassor,
NIGERIA,CROSS RIVER,ETUNG,Bendeghe Ekiem,
NIGERIA,CROSS RIVER,ETUNG,Ekim-Effraya,
NIGERIA,CROSS RIVER,ETUNG,Etomi,
NIGERIA,CROSS RIVER,ETUNG,Itaka,
NIGERIA,CROSS RIVER,ETUNG,Mkpot,
NIGERIA,CROSS RIVER,ETUNG,Nsofang,
NIGERIA,CROSS RIVER,IKOM,Abayom,
NIGERIA,CROSS RIVER,IKOM,Akparabong,
NIGERIA,CROSS RIVER,IKOM,Ikom 1,
NIGERIA,CROSS RIVER,IKOM,Ikom 2,
NIGERIA,CROSS RIVER,IKOM,Nde,
NIGERIA,CROSS RIVER,IKOM,Nnam,
NIGERIA,CROSS RIVER,IKOM,Nta-Nselle,
NIGERIA,CROSS RIVER,IKOM,Ofutop 1,
NIGERIA,CROSS RIVER,IKOM,Ofutop 2,
NIGERIA,CROSS RIVER,IKOM,Olulumo,
NIGERIA,CROSS RIVER,IKOM,Yala Nkum,
NIGERIA,CROSS RIVER,Obanliku,Basang,
NIGERIA,CROSS RIVER,Obanliku,Bebi,
NIGERIA,CROSS RIVER,Obanliku,Becheve,
NIGERIA,CROSS RIVER,Obanliku,Bendi 1,
NIGERIA,CROSS RIVER,Obanliku,Bendi 2,
NIGERIA,CROSS RIVER,Obanliku,Bishiri North,
NIGERIA,CROSS RIVER,Obanliku,Bishiri South,
NIGERIA,CROSS RIVER,Obanliku,Bisu,
NIGERIA,CROSS RIVER,Obanliku,Busi,
NIGERIA,CROSS RIVER,Obanliku,Utanga,
NIGERIA,CROSS RIVER,OBUBRA,Ababene,
NIGERIA,CROSS RIVER,OBUBRA,Apiapum,
NIGERIA,CROSS RIVER,OBUBRA,Iyami,
NIGERIA,CROSS RIVER,OBUBRA,Obubra Urban,
NIGERIA,CROSS RIVER,OBUBRA,Ochon,
NIGERIA,CROSS RIVER,OBUBRA,Ofat,
NIGERIA,CROSS RIVER,OBUBRA,Ofodua,
NIGERIA,CROSS RIVER,OBUBRA,Ofumbongha-Yala,
NIGERIA,CROSS RIVER,OBUBRA,Osopong 1,
NIGERIA,CROSS RIVER,OBUBRA,Osopong 2,
NIGERIA,CROSS RIVER,OBUBRA,Ovonum,
NIGERIA,CROSS RIVER,OBUDU,Alege/Ubang,
NIGERIA,CROSS RIVER,OBUDU,Angiaba/Begiaka,
NIGERIA,CROSS RIVER,OBUDU,Begiaba,
NIGERIA,CROSS RIVER,OBUDU,Ipong,
NIGERIA,CROSS RIVER,OBUDU,Ukpe,
NIGERIA,CROSS RIVER,OBUDU,Urban 1,
NIGERIA,CROSS RIVER,OBUDU,Urban 2,
NIGERIA,CROSS RIVER,OBUDU,Utugwang Central,
NIGERIA,CROSS RIVER,OBUDU,Utugwang North,
NIGERIA,CROSS RIVER,OBUDU,Utugwang South,
NIGERIA,CROSS RIVER,ODUKPANI,Adiabo Efut,
NIGERIA,CROSS RIVER,ODUKPANI,Akamkpa,
NIGERIA,CROSS RIVER,ODUKPANI,Creek Town 1,
NIGERIA,CROSS RIVER,ODUKPANI,Creek Town 2,
NIGERIA,CROSS RIVER,ODUKPANI,Eki,
NIGERIA,CROSS RIVER,ODUKPANI,Ekori Anaku,
NIGERIA,CROSS RIVER,ODUKPANI,Eniong,
NIGERIA,CROSS RIVER,ODUKPANI,Ikoneto,
NIGERIA,CROSS RIVER,ODUKPANI,Ito/Idere/Ukwa,
NIGERIA,CROSS RIVER,ODUKPANI,Mbiabo-Obomitiat,
NIGERIA,CROSS RIVER,ODUKPANI,Odot,
NIGERIA,CROSS RIVER,ODUKPANI,Odukpani,
NIGERIA,CROSS RIVER,ODUKPANI,Onimankiong,
NIGERIA,CROSS RIVER,OGOJA,Ekajuk 1,
NIGERIA,CROSS RIVER,OGOJA,Ekajuk 2,
NIGERIA,CROSS RIVER,OGOJA,Mbube East 1,
NIGERIA,CROSS RIVER,OGOJA,Mbube East2,
NIGERIA,CROSS RIVER,OGOJA,Mbube West 1,
NIGERIA,CROSS RIVER,OGOJA,Mbube West2,
NIGERIA,CROSS RIVER,OGOJA,Nkum Iborr,
NIGERIA,CROSS RIVER,OGOJA,Nkum Irede,
NIGERIA,CROSS RIVER,OGOJA,Urban 1,
NIGERIA,CROSS RIVER,OGOJA,Urban 2,
NIGERIA,CROSS RIVER,YAKURR,Abanakpai,
NIGERIA,CROSS RIVER,YAKURR,Ajere,
NIGERIA,CROSS RIVER,YAKURR,Assiga,
NIGERIA,CROSS RIVER,YAKURR,Biko-Biko,
NIGERIA,CROSS RIVER,YAKURR,Epenti,
NIGERIA,CROSS RIVER,YAKURR,Idomi,
NIGERIA,CROSS RIVER,YAKURR,Ijiman,
NIGERIA,CROSS RIVER,YAKURR,Ijom,
NIGERIA,CROSS RIVER,YAKURR,Ikpakapit,
NIGERIA,CROSS RIVER,YAKURR,Inyima/Ekpeti,
NIGERIA,CROSS RIVER,YAKURR,Mkpani/Agoi,
NIGERIA,CROSS RIVER,YAKURR,Mkpolo/Ukpawen,
NIGERIA,CROSS RIVER,YAKURR,Ntan,
NIGERIA,CROSS RIVER,YALA,Ebo,
NIGERIA,CROSS RIVER,YALA,Echumofana,
NIGERIA,CROSS RIVER,YALA,Gabu,
NIGERIA,CROSS RIVER,YALA,Igede,
NIGERIA,CROSS RIVER,YALA,Ijiraga,
NIGERIA,CROSS RIVER,YALA,Mfuma,
NIGERIA,CROSS RIVER,YALA,Okpoma,
NIGERIA,CROSS RIVER,YALA,Okuku,
NIGERIA,CROSS RIVER,YALA,Ooh,
NIGERIA,CROSS RIVER,YALA,Ugaga,
NIGERIA,CROSS RIVER,YALA,Wanihem,
NIGERIA,CROSS RIVER,YALA,Wanikade,
NIGERIA,CROSS RIVER,YALA,Wanokom,
NIGERIA,CROSS RIVER,YALA,Yache,
NIGERIA,DELTA,ANIOCHA NORTH, Ezi,
NIGERIA,DELTA,ANIOCHA NORTH,Idumuje-Unor,
NIGERIA,DELTA,ANIOCHA NORTH,Issele-Mkpitime,
NIGERIA,DELTA,ANIOCHA NORTH,Issele-Uku(1),
NIGERIA,DELTA,ANIOCHA NORTH,Issele-Uku(2),
NIGERIA,DELTA,ANIOCHA NORTH,Obior/Onicha-uku,
NIGERIA,DELTA,ANIOCHA NORTH,Obomkpa,
NIGERIA,DELTA,ANIOCHA NORTH,Onicha-Olona,
NIGERIA,DELTA,ANIOCHA NORTH,Onicha-Ugbo,
NIGERIA,DELTA,ANIOCHA NORTH,Ugbodu,
NIGERIA,DELTA,ANIOCHA SOUTH,Adonte,
NIGERIA,DELTA,ANIOCHA SOUTH,Agiadiasi,
NIGERIA,DELTA,ANIOCHA SOUTH,Ejeme/Egbudu,
NIGERIA,DELTA,ANIOCHA SOUTH,Ewulu/Isheagu,
NIGERIA,DELTA,ANIOCHA SOUTH,Nsukwa,
NIGERIA,DELTA,ANIOCHA SOUTH,Otulu,
NIGERIA,DELTA,ANIOCHA SOUTH,Ubulu-Okiti,
NIGERIA,DELTA,ANIOCHA SOUTH,Ubulu-Uku(2),
NIGERIA,DELTA,ANIOCHA SOUTH,Ubulu-Uku(I),
NIGERIA,DELTA,ANIOCHA SOUTH,Ubulu-Unor,
NIGERIA,DELTA,ANIOCHA SOUTH,Umudei,
NIGERIA,DELTA,BOMADI,Akugbene(1),
NIGERIA,DELTA,BOMADI,Akugbene(2),
NIGERIA,DELTA,BOMADI,Akugbene(3),
NIGERIA,DELTA,BOMADI,Bomadi,
NIGERIA,DELTA,BOMADI,Ekaametagbene/Kalafio,
NIGERIA,DELTA,BOMADI,Esanma,
NIGERIA,DELTA,BOMADI,Kpakiama,
NIGERIA,DELTA,BOMADI,Ogbeinma/Okoloba,
NIGERIA,DELTA,BOMADI,Ogo/Eze,
NIGERIA,DELTA,BOMADI,Ogriagbene,
NIGERIA,DELTA,BURUTU,Bolou-Ndoro,
NIGERIA,DELTA,BURUTU,Egodor,
NIGERIA,DELTA,BURUTU,Eseinbiri,
NIGERIA,DELTA,BURUTU,Kiagbodo,
NIGERIA,DELTA,BURUTU,Ngbilebiri,
NIGERIA,DELTA,BURUTU,Obetebe,
NIGERIA,DELTA,BURUTU,Ogulagha,
NIGERIA,DELTA,BURUTU,Ojobo,
NIGERIA,DELTA,BURUTU,Tamigbe,
NIGERIA,DELTA,BURUTU,Torugbene,
NIGERIA,DELTA,BURUTU,Tuomo,
NIGERIA,DELTA,Ethiope East,Abraka,
NIGERIA,DELTA,Ethiope East,Egbo,
NIGERIA,DELTA,Ethiope East,Eku Ward,
NIGERIA,DELTA,Ethiope East,Igun,
NIGERIA,DELTA,Ethiope East,Isiokolo,
NIGERIA,DELTA,Ethiope East,Kokori,
NIGERIA,DELTA,Ethiope East,Okpara,
NIGERIA,DELTA,Ethiope East,Orhaorpo,
NIGERIA,DELTA,Ethiope East,Oria,
NIGERIA,DELTA,Ethiope East,Ovu,
NIGERIA,DELTA,Ethiope East,Urhuovie,
NIGERIA,DELTA,Ethiope West,Jesse(1),
NIGERIA,DELTA,Ethiope West,Jesse(2),
NIGERIA,DELTA,Ethiope West,Jesse(3),
NIGERIA,DELTA,Ethiope West,Jesse(4),
NIGERIA,DELTA,Ethiope West,Mosogar(1),
NIGERIA,DELTA,Ethiope West,Mosogar(2),
NIGERIA,DELTA,Ethiope West,Ogharefe(1),
NIGERIA,DELTA,Ethiope West,Ogharefe(2),
NIGERIA,DELTA,Ethiope West,Ogharefe(3),
NIGERIA,DELTA,Ethiope West,Ogharefe(4),
NIGERIA,DELTA,Ethiope West,Ogharefe(5),
NIGERIA,DELTA,Ika North East,Akumazi,
NIGERIA,DELTA,Ika North East,Boji-Boji Owa(1),
NIGERIA,DELTA,Ika North East,Boji-Boji Owa(2),
NIGERIA,DELTA,Ika North East,Idumuesah,
NIGERIA,DELTA,Ika North East,Igbodo,
NIGERIA,DELTA,Ika North East,Mbiri,
NIGERIA,DELTA,Ika North East,Otolokpo,
NIGERIA,DELTA,Ika North East,Owa-Alero,
NIGERIA,DELTA,Ika North East,Owa-Alizomor,
NIGERIA,DELTA,Ika North East,Owanta,
NIGERIA,DELTA,Ika North East,Owa-Oyibu,
NIGERIA,DELTA,Ika North East,Umunede,
NIGERIA,DELTA,Ika North East,Ute-Ogbeje,
NIGERIA,DELTA,Ika North East,Ute-Okpu,
NIGERIA,DELTA,IKA SOUTH,Abavo Central,
NIGERIA,DELTA,IKA SOUTH,Agbor-Nta,
NIGERIA,DELTA,IKA SOUTH,Agbor-Obi(1),
NIGERIA,DELTA,IKA SOUTH,Alihagwu,
NIGERIA,DELTA,IKA SOUTH,Boji-Boji Agbor(7),
NIGERIA,DELTA,IKA SOUTH,Boji-Boji Agbor(8),
NIGERIA,DELTA,IKA SOUTH,Ekuku Agbor,
NIGERIA,DELTA,IKA SOUTH,Emuhu,
NIGERIA,DELTA,IKA SOUTH,Oyoko,
NIGERIA,DELTA,IKA SOUTH,Ozanogogo,
NIGERIA,DELTA,IKA SOUTH,Udomi-Azuowa,
NIGERIA,DELTA,Isoko North,ELLu,
NIGERIA,DELTA,Isoko North,Emevor,
NIGERIA,DELTA,Isoko North,Iyede(1),
NIGERIA,DELTA,Isoko North,Iyede(2),
NIGERIA,DELTA,Isoko North,Ofagbe,
NIGERIA,DELTA,Isoko North,Okpe-Isoko,
NIGERIA,DELTA,Isoko North,Owhe(1),
NIGERIA,DELTA,Isoko North,Owhe(2),
NIGERIA,DELTA,Isoko North,Owhe(3),
NIGERIA,DELTA,Isoko North,Oyede,
NIGERIA,DELTA,Isoko North,Ozoro(1),
NIGERIA,DELTA,Isoko North,Ozoro(2),
NIGERIA,DELTA,Isoko North,Ozoro(3),
NIGERIA,DELTA,ISOKO SOUTH,Avsiara,
NIGERIA,DELTA,ISOKO SOUTH,Emede,
NIGERIA,DELTA,ISOKO SOUTH,Enwhe,
NIGERIA,DELTA,ISOKO SOUTH,Igbide,
NIGERIA,DELTA,ISOKO SOUTH,Irri(10),
NIGERIA,DELTA,ISOKO SOUTH,Irri(11),
NIGERIA,DELTA,ISOKO SOUTH,Oleh(1),
NIGERIA,DELTA,ISOKO SOUTH,Oleh(2),
NIGERIA,DELTA,ISOKO SOUTH,Olomoro,
NIGERIA,DELTA,ISOKO SOUTH,Umeh/Erowha,
NIGERIA,DELTA,ISOKO SOUTH,Uzere,
NIGERIA,DELTA,NDOKWA EAST,Aballa/Inyi/Onuaboh,
NIGERIA,DELTA,NDOKWA EAST,Aboh/Akarai,
NIGERIA,DELTA,NDOKWA EAST,Afor/Obikwele,
NIGERIA,DELTA,NDOKWA EAST,Ase,
NIGERIA,DELTA,NDOKWA EAST,Ashaka/Ushie,
NIGERIA,DELTA,NDOKWA EAST,Ibedeni/Azagba,
NIGERIA,DELTA,NDOKWA EAST,Ibrede/Onu/Iyede-ame,
NIGERIA,DELTA,NDOKWA EAST,Okpi/Utchi/Beneku,
NIGERIA,DELTA,NDOKWA EAST,Ossissa,
NIGERIA,DELTA,NDOKWA EAST,Umuolu/Onya,
NIGERIA,DELTA,NDOKWA WEST,Abbi 8,
NIGERIA,DELTA,NDOKWA WEST,Abbi 9,
NIGERIA,DELTA,NDOKWA WEST,Emu,
NIGERIA,DELTA,NDOKWA WEST,Etua,
NIGERIA,DELTA,NDOKWA WEST,Kwale,
NIGERIA,DELTA,NDOKWA WEST,Ndemili,
NIGERIA,DELTA,NDOKWA WEST,Ogume 6,
NIGERIA,DELTA,NDOKWA WEST,Ogume 7,
NIGERIA,DELTA,NDOKWA WEST,Onitcha Ukwuani,
NIGERIA,DELTA,NDOKWA WEST,Utagba Uno,
NIGERIA,DELTA,OKPE,Adagbarassa,
NIGERIA,DELTA,OKPE,Adeje,
NIGERIA,DELTA,OKPE,Aghalokpe,
NIGERIA,DELTA,OKPE,Evwriyen,
NIGERIA,DELTA,OKPE,Mereje,
NIGERIA,DELTA,OKPE,Oha,
NIGERIA,DELTA,OKPE,Okwabude,
NIGERIA,DELTA,OKPE,Orerokpe,
NIGERIA,DELTA,OKPE,Oviri-Okpe,
NIGERIA,DELTA,OKPE,Ughoton,
NIGERIA,DELTA,OSHIMILI,Akuebolu,
NIGERIA,DELTA,OSHIMILI,Cable Point,
NIGERIA,DELTA,OSHIMILI,Oko Anala /Amakom,
NIGERIA,DELTA,OSHIMILI,Oko Ogbele,
NIGERIA,DELTA,OSHIMILI,Okwe,
NIGERIA,DELTA,OSHIMILI,Ugbomanta,
NIGERIA,DELTA,OSHIMILI,Umuagu,
NIGERIA,DELTA,OSHIMILI,Umuaji,
NIGERIA,DELTA,OSHIMILI,Umuezei,
NIGERIA,DELTA,OSHIMILI,Umuonaje,
NIGERIA,DELTA,OSHIMILI,West End,
NIGERIA,DELTA,OSHIMILI NORTH,Atuma Akwukwu-Igbo,
NIGERIA,DELTA,OSHIMILI NORTH,Ebu,
NIGERIA,DELTA,OSHIMILI NORTH,Ezukwu/Ogboli/Achalla,
NIGERIA,DELTA,OSHIMILI NORTH,Illah,
NIGERIA,DELTA,OSHIMILI NORTH,Ogbowele,
NIGERIA,DELTA,OSHIMILI NORTH,Okpanam/Ugbolu,
NIGERIA,DELTA,OSHIMILI NORTH,Ukalla/Anwalo,
NIGERIA,DELTA,OSHIMILI NORTH,Umueze,
NIGERIA,DELTA,OSHIMILI NORTH,Umuezeagwu/Okponta,
NIGERIA,DELTA,OSHIMILI NORTH,Umuodafe,
NIGERIA,DELTA,PATANI,Abari,
NIGERIA,DELTA,PATANI,Agoloma,
NIGERIA,DELTA,PATANI,Buluangiama,
NIGERIA,DELTA,PATANI,Odorubu,
NIGERIA,DELTA,PATANI,Patani(2),
NIGERIA,DELTA,PATANI,Patani(3),
NIGERIA,DELTA,PATANI,Patani(4),
NIGERIA,DELTA,PATANI,Patani(5),
NIGERIA,DELTA,PATANI,Toruangiama,
NIGERIA,DELTA,PATANI,Uduophori,
NIGERIA,DELTA,SEPELE,Abeke,
NIGERIA,DELTA,SEPELE,Agbawan,
NIGERIA,DELTA,SEPELE,Amukpe,
NIGERIA,DELTA,SEPELE,Amuogodo,
NIGERIA,DELTA,SEPELE,Ayomanor,
NIGERIA,DELTA,SEPELE,Elume,
NIGERIA,DELTA,SEPELE,Etamua,
NIGERIA,DELTA,SEPELE,Gana,
NIGERIA,DELTA,SEPELE,Hausa,
NIGERIA,DELTA,SEPELE,Okpe,
NIGERIA,DELTA,SEPELE,Ugborhen/Okokporo,
NIGERIA,DELTA,UDU,Aladja,
NIGERIA,DELTA,UDU,Egini,
NIGERIA,DELTA,UDU,Ekete,
NIGERIA,DELTA,UDU,Emadadja,
NIGERIA,DELTA,UDU,Ogbe Udu,
NIGERIA,DELTA,UDU,Opete,
NIGERIA,DELTA,UDU,Orhuwhorun,
NIGERIA,DELTA,UDU,Otor Udu,
NIGERIA,DELTA,UDU,Ovwian,
NIGERIA,DELTA,UDU,Owhrode,
NIGERIA,DELTA,UGHELLI NORTH,Afiesere/Ereumukohwaren,
NIGERIA,DELTA,UGHELLI NORTH,Agbarha-Otor,
NIGERIA,DELTA,UGHELLI NORTH,Agbarho(1),
NIGERIA,DELTA,UGHELLI NORTH,Agbarho(2),
NIGERIA,DELTA,UGHELLI NORTH,Evwreni,
NIGERIA,DELTA,UGHELLI NORTH,Orogun(1),
NIGERIA,DELTA,UGHELLI NORTH,Orogun(2)(Erhobaro),
NIGERIA,DELTA,UGHELLI NORTH,Otor-Ogor,
NIGERIA,DELTA,UGHELLI NORTH,Ughelli Urban(1),
NIGERIA,DELTA,UGHELLI NORTH,Ughelli Urban(2),
NIGERIA,DELTA,UGHELLI NORTH,Uwheru,
NIGERIA,DELTA,Ughelli South,Ekakpamre,
NIGERIA,DELTA,Ughelli South,Ewu(1),
NIGERIA,DELTA,Ughelli South,Ewu(2),
NIGERIA,DELTA,Ughelli South,Ewu(3),
NIGERIA,DELTA,Ughelli South,Jeremi(1),
NIGERIA,DELTA,Ughelli South,Jeremi(2),
NIGERIA,DELTA,Ughelli South,Jeremi(3),
NIGERIA,DELTA,Ughelli South,Jeremi(4),
NIGERIA,DELTA,Ughelli South,Olomu(1),
NIGERIA,DELTA,Ughelli South,Olomu(2),
NIGERIA,DELTA,Ughelli South,Olomu(3)(Effurun-Otor),
NIGERIA,DELTA,UKWUANI,Akoku,
NIGERIA,DELTA,UKWUANI,Amai,
NIGERIA,DELTA,UKWUANI,Ebedei,
NIGERIA,DELTA,UKWUANI,Eziokpor,
NIGERIA,DELTA,UKWUANI,Ezionum,
NIGERIA,DELTA,UKWUANI,Ogbeobiaruku,
NIGERIA,DELTA,UKWUANI,Okuzu,
NIGERIA,DELTA,UKWUANI,Umuebu,
NIGERIA,DELTA,UKWUANI,Umukwata,
NIGERIA,DELTA,UKWUANI,Umutu,
NIGERIA,DELTA,UVWIE,Alaka,
NIGERIA,DELTA,UVWIE,Ekpan(10),
NIGERIA,DELTA,UVWIE,Ekpan(9),
NIGERIA,DELTA,UVWIE,Enerhen(3),
NIGERIA,DELTA,UVWIE,Enerhen(4),
NIGERIA,DELTA,UVWIE,Ohorhe,
NIGERIA,DELTA,UVWIE,Ugbomro,
NIGERIA,DELTA,UVWIE,Ugborikoko,
NIGERIA,DELTA,UVWIE,Ugboroke,
NIGERIA,DELTA,UVWIE,Urhumarhu,
NIGERIA,DELTA,WARRI NORTH,Abigborodo,
NIGERIA,DELTA,WARRI NORTH,Ebrohimi,
NIGERIA,DELTA,WARRI NORTH,Eghoro,
NIGERIA,DELTA,WARRI NORTH,Gbokoda,
NIGERIA,DELTA,WARRI NORTH,Koko,
NIGERIA,DELTA,WARRI NORTH,Ogbinbiri,
NIGERIA,DELTA,WARRI NORTH,Ogheye,
NIGERIA,DELTA,WARRI NORTH,Okbudugbudu,
NIGERIA,DELTA,WARRI NORTH,Opuama,
NIGERIA,DELTA,WARRI NORTH,Tsekelewu,
NIGERIA,DELTA,WARRI SOUTH,Avenue,
NIGERIA,DELTA,WARRI SOUTH,Bowen,
NIGERIA,DELTA,WARRI SOUTH,Ekurede,
NIGERIA,DELTA,WARRI SOUTH,Esisi,
NIGERIA,DELTA,WARRI SOUTH,Igbudu,
NIGERIA,DELTA,WARRI SOUTH,Obodo,
NIGERIA,DELTA,WARRI SOUTH,Ode-Itsekiri,
NIGERIA,DELTA,WARRI SOUTH,Okere,
NIGERIA,DELTA,WARRI SOUTH,Pessu,
NIGERIA,DELTA,WARRI SOUTH,Ubeji,
NIGERIA,DELTA,Warri South West,Ajudaibo,
NIGERIA,DELTA,Warri South West,Akpakpa,
NIGERIA,DELTA,Warri South West,Isaba,
NIGERIA,DELTA,Warri South West,Madangho,
NIGERIA,DELTA,Warri South West,Ogbe-Ijoh,
NIGERIA,DELTA,Warri South West,Ogidigben,
NIGERIA,DELTA,Warri South West,Okerenkoko,
NIGERIA,DELTA,Warri South West,Oporozo,
NIGERIA,DELTA,Warri South West,Orere,
NIGERIA,DELTA,Warri South West,Ugborodo,
NIGERIA,EBONYI,ABAKALIKI,ABAKPA,
NIGERIA,EBONYI,ABAKALIKI,AGBAJA,
NIGERIA,EBONYI,ABAKALIKI,AMACHI NDIEBOR,
NIGERIA,EBONYI,ABAKALIKI,AMACHI NDIEGU,
NIGERIA,EBONYI,ABAKALIKI,AMAGU ARMYLAND,
NIGERIA,EBONYI,ABAKALIKI,AMAGU UNUHU,
NIGERIA,EBONYI,ABAKALIKI,Azuiyiokwu,
NIGERIA,EBONYI,ABAKALIKI,AZUOFFIA,
