Country,State,LGA,Ward,
NIGERIA,ADAMAWA,Shelleng,LIBBO,
NIGERIA,ADAMAWA,Shelleng,SHELLENG,
NIGERIA,ADAMAWA,Shelleng,TALUM,
NIGERIA,ADAMAWA,Song,DIRMA,
NIGERIA,ADAMAWA,Song,DUMNE,
NIGERIA,ADAMAWA,Song,GUDUMBOI,
NIGERIA,ADAMAWA,Song,KILANDE-FUNA,
NIGERIA,ADAMAWA,Song,KILANDE-HIRNA,
NIGERIA,ADAMAWA,Song,SIGIRE,
NIGERIA,ADAMAWA,Song,SONG-GARI,
NIGERIA,ADAMAWA,Song,SONG-WAJE,
NIGERIA,ADAMAWA,Song,SUKTU,
NIGERIA,ADAMAWA,Song,WALTANDI,
NIGERIA,ADAMAWA,Song,ZUMO,
NIGERIA,ADAMAWA,Toungo,DAWO 1,
NIGERIA,ADAMAWA,Toungo,DAWO 2,
NIGERIA,ADAMAWA,Toungo,GUMTI,
NIGERIA,ADAMAWA,Toungo,KIRI 1,
NIGERIA,ADAMAWA,Toungo,KIRI 2,
NIGERIA,ADAMAWA,Toungo,KOGIN-BABA 1,
NIGERIA,ADAMAWA,Toungo,KOGIN-BABA 2,
NIGERIA,ADAMAWA,Toungo,TONGO 1,
NIGERIA,ADAMAWA,Toungo,TOUNGO 2,
NIGERIA,ADAMAWA,Toungo,TOUNGO 3,
NIGERIA,ADAMAWA,Yola North,AJIYA,
NIGERIA,ADAMAWA,Yola North,ALKALAWA,
NIGERIA,ADAMAWA,Yola North,DOUBELI,
NIGERIA,ADAMAWA,Yola North,GWADABAWA,
NIGERIA,ADAMAWA,Yola North,JAMBUTU/DAMILU,
NIGERIA,ADAMAWA,Yola North,KAREWA/BEKAJI,
NIGERIA,ADAMAWA,Yola North,LIMAWA,
NIGERIA,ADAMAWA,Yola North,LUGGERE,
NIGERIA,ADAMAWA,Yola North,NASSARAWO/DEMSAWO,
NIGERIA,ADAMAWA,Yola North,RUMDE,
NIGERIA,ADAMAWA,Yola North,YELWA,
NIGERIA,ADAMAWA,Yola South,ADARAWO,
NIGERIA,ADAMAWA,Yola South,BAKO,
NIGERIA,ADAMAWA,Yola South,BOLE-YOLDE-PATE,
NIGERIA,ADAMAWA,Yola South,MAKAMA A,
NIGERIA,ADAMAWA,Yola South,MAKAMA B,
NIGERIA,ADAMAWA,Yola South,MBAMBA,
NIGERIA,ADAMAWA,Yola South,MBAMOI,
NIGERIA,ADAMAWA,Yola South,NAMTARI,
NIGERIA,ADAMAWA,Yola South,NGURORE,
NIGERIA,ADAMAWA,Yola South,TOUNGO,
NIGERIA,ADAMAWA,Yola South,YOLDE KOHI,
NIGERIA,AKWA-IBOM,Abak,ABAK 1,
NIGERIA,AKWA-IBOM,Abak,ABAK 2,
NIGERIA,AKWA-IBOM,Abak,ABAK 3,
NIGERIA,AKWA-IBOM,Abak,ABAK 4,
NIGERIA,AKWA-IBOM,Abak,AFAHA OBONG 1,
NIGERIA,AKWA-IBOM,Abak,AFAHA OBONG 2,
NIGERIA,AKWA-IBOM,Abak,MIDIM 1,
NIGERIA,AKWA-IBOM,Abak,MIDIM 2,
NIGERIA,AKWA-IBOM,Abak,OTORO 1,
NIGERIA,AKWA-IBOM,Abak,OTORO 2,
NIGERIA,AKWA-IBOM,Abak,OTORO 3,
NIGERIA,AKWA-IBOM,Eastern Obolo,AMADAKA,
NIGERIA,AKWA-IBOM,Eastern Obolo,ATABRIKANG,
NIGERIA,AKWA-IBOM,Eastern Obolo,ELEKPOM,
NIGERIA,AKWA-IBOM,Eastern Obolo,EMEROEKE,
NIGERIA,AKWA-IBOM,Eastern Obolo,IKO,
NIGERIA,AKWA-IBOM,Eastern Obolo,IKONTA,
NIGERIA,AKWA-IBOM,Eastern Obolo,OKORO ETE,
NIGERIA,AKWA-IBOM,Eastern Obolo,OKOROBILOM,
NIGERIA,AKWA-IBOM,Eastern Obolo,OKOROIYONG,
NIGERIA,AKWA-IBOM,Eastern Obolo,OKOROMBOKO,
NIGERIA,AKWA-IBOM,Eket,CENTRAL 1,
NIGERIA,AKWA-IBOM,Eket,CENTRAL 2,
NIGERIA,AKWA-IBOM,Eket,CENTRAL 3,
NIGERIA,AKWA-IBOM,Eket,CENTRAL 4,
NIGERIA,AKWA-IBOM,Eket,CENTRAL 5,
NIGERIA,AKWA-IBOM,Eket,OKON 1,
NIGERIA,AKWA-IBOM,Eket,OKON 2,
NIGERIA,AKWA-IBOM,Eket,URBAN 1,
NIGERIA,AKWA-IBOM,Eket,URBAN 2,
NIGERIA,AKWA-IBOM,Eket,URBAN 3,
NIGERIA,AKWA-IBOM,Eket,URBAN 4,
NIGERIA,AKWA-IBOM,Esit Eket,AKPAUTONG,
NIGERIA,AKWA-IBOM,Esit Eket,EDO WD 2,
NIGERIA,AKWA-IBOM,Esit Eket,EDO WD 3,
NIGERIA,AKWA-IBOM,Esit Eket,EKPENEBO,
NIGERIA,AKWA-IBOM,Esit Eket,ETEBI WD 1,
NIGERIA,AKWA-IBOM,Esit Eket,ETEBI WD 2,
NIGERIA,AKWA-IBOM,Esit Eket,IKPA WD 4,
NIGERIA,AKWA-IBOM,Esit Eket,OKPOSO ODORONKIT,
NIGERIA,AKWA-IBOM,Esit Eket,UQUO 1,
NIGERIA,AKWA-IBOM,Esit Eket,UQUO 2,
NIGERIA,AKWA-IBOM,Essien Udim,ADIASIN,
NIGERIA,AKWA-IBOM,Essien Udim,AFAHA,
NIGERIA,AKWA-IBOM,Essien Udim,EKPENYONG 1,
NIGERIA,AKWA-IBOM,Essien Udim,EKPENYONG 2,
NIGERIA,AKWA-IBOM,Essien Udim,IKPEANANNG,
NIGERIA,AKWA-IBOM,Essien Udim,ODOROIKOT 1,
NIGERIA,AKWA-IBOM,Essien Udim,ODOROIKOT 2,
NIGERIA,AKWA-IBOM,Essien Udim,OKON,
NIGERIA,AKWA-IBOM,Essien Udim,UKANA EAST,
NIGERIA,AKWA-IBOM,Essien Udim,UKANA WEST 1,
NIGERIA,AKWA-IBOM,Essien Udim,UKANA WEST 2,
NIGERIA,AKWA-IBOM,Etim Ekpo,WD 1,
NIGERIA,AKWA-IBOM,Etim Ekpo,WD 10,
NIGERIA,AKWA-IBOM,Etim Ekpo,WD 2,
NIGERIA,AKWA-IBOM,Etim Ekpo,WD 3,
NIGERIA,AKWA-IBOM,Etim Ekpo,WD 4,
NIGERIA,AKWA-IBOM,Etim Ekpo,WD 5,
NIGERIA,AKWA-IBOM,Etim Ekpo,WD 6,
NIGERIA,AKWA-IBOM,Etim Ekpo,WD 7,
NIGERIA,AKWA-IBOM,Etim Ekpo,WD 8,
NIGERIA,AKWA-IBOM,Etim Ekpo,WD 9,
NIGERIA,AKWA-IBOM,Etinan,NORTH IMAN 1,
NIGERIA,AKWA-IBOM,Etinan,NORTH IMAN 2,
NIGERIA,AKWA-IBOM,Etinan,SOUTH IMAN 1,
NIGERIA,AKWA-IBOM,Etinan,SOUTH IMAN 2,
NIGERIA,AKWA-IBOM,Etinan,SOUTH IMAN 3,
NIGERIA,AKWA-IBOM,Etinan,SOUTH IMAN 4,
NIGERIA,AKWA-IBOM,Etinan,URBAN 1,
NIGERIA,AKWA-IBOM,Etinan,URBAN 2,
NIGERIA,AKWA-IBOM,Etinan,URBAN 3,
NIGERIA,AKWA-IBOM,Etinan,URBAN 4,
NIGERIA,AKWA-IBOM,Etinan,URBAN 5,
NIGERIA,AKWA-IBOM,Ibeno,INUA EYET IKOT,
NIGERIA,AKWA-IBOM,Ibeno,ITAK ABASI,
NIGERIA,AKWA-IBOM,Ibeno,IWUOACHANG,
NIGERIA,AKWA-IBOM,Ibeno,IWUOPOM OPOLOM,
NIGERIA,AKWA-IBOM,Ibeno,MKPANAK,
NIGERIA,AKWA-IBOM,Ibeno,NDITO EKA IBA,
NIGERIA,AKWA-IBOM,Ibeno,NTAFRE,
NIGERIA,AKWA-IBOM,Ibeno,OKOROUTIP,
NIGERIA,AKWA-IBOM,Ibeno,OKPOSO,
NIGERIA,AKWA-IBOM,Ibeno,UPENEKANG,
NIGERIA,AKWA-IBOM,Ibesikpo Asutan,ASUTAN 1,
NIGERIA,AKWA-IBOM,Ibesikpo Asutan,ASUTAN 2,
NIGERIA,AKWA-IBOM,Ibesikpo Asutan,ASUTAN 3,
NIGERIA,AKWA-IBOM,Ibesikpo Asutan,ASUTAN 4,
NIGERIA,AKWA-IBOM,Ibesikpo Asutan,ASUTAN 5,
NIGERIA,AKWA-IBOM,Ibesikpo Asutan,IBESIKPO 1,
NIGERIA,AKWA-IBOM,Ibesikpo Asutan,IBESIKPO 2,
NIGERIA,AKWA-IBOM,Ibesikpo Asutan,IBESIKPO 3,
NIGERIA,AKWA-IBOM,Ibesikpo Asutan,IBESIKPO 4,
NIGERIA,AKWA-IBOM,Ibesikpo Asutan,IBESIKPO 5,
NIGERIA,AKWA-IBOM,IBIONO IBOM,IBDORO,
NIGERIA,AKWA-IBOM,IBIONO IBOM,IBIAKU,
NIGERIA,AKWA-IBOM,IBIONO IBOM,IKOT ADA IDEN,
NIGERIA,AKWA-IBOM,IBIONO IBOM,IKOT EDUNG,
NIGERIA,AKWA-IBOM,IBIONO IBOM,IKOT IDAHA,
NIGERIA,AKWA-IBOM,IBIONO IBOM,IKPA,
NIGERIA,AKWA-IBOM,IBIONO IBOM,IKPANYA,
NIGERIA,AKWA-IBOM,IBIONO IBOM,NSAN,
NIGERIA,AKWA-IBOM,IBIONO IBOM,ODORO AKA IDIDEP,
NIGERIA,AKWA-IBOM,IBIONO IBOM,OKOPEDIUSE,
NIGERIA,AKWA-IBOM,IBIONO IBOM,ONO,
NIGERIA,AKWA-IBOM,Ika,ACHAN 1,
NIGERIA,AKWA-IBOM,Ika,ACHAN 2,
NIGERIA,AKWA-IBOM,Ika,ACHAN 3,
NIGERIA,AKWA-IBOM,Ika,ITO 1,
NIGERIA,AKWA-IBOM,Ika,ITO 2,
NIGERIA,AKWA-IBOM,Ika,ITO 3,
NIGERIA,AKWA-IBOM,Ika,ODORO 1,
NIGERIA,AKWA-IBOM,Ika,ODORO 2,
NIGERIA,AKWA-IBOM,Ika,URBAN 1,
NIGERIA,AKWA-IBOM,Ika,URBAN 2,
NIGERIA,AKWA-IBOM,Ikono,ASANGTING,
NIGERIA,AKWA-IBOM,Ikono,EDIENE 1,
NIGERIA,AKWA-IBOM,Ikono,EDIENE 2,
NIGERIA,AKWA-IBOM,Ikono,IBIAKU,
NIGERIA,AKWA-IBOM,Ikono,ITAK,
NIGERIA,AKWA-IBOM,Ikono,MBIABONG,
NIGERIA,AKWA-IBOM,Ikono,NDIYA/IKOT IDAHA,
NIGERIA,AKWA-IBOM,Ikono,NKWOT 1,
NIGERIA,AKWA-IBOM,Ikono,NKWOT 2,
NIGERIA,AKWA-IBOM,Ikono,NUNG UKIM,
NIGERIA,AKWA-IBOM,Ikono,UKPOM,
NIGERIA,AKWA-IBOM,Ikot Abasi,EDEMAYA 1,
NIGERIA,AKWA-IBOM,Ikot Abasi,EDEMAYA 2,
NIGERIA,AKWA-IBOM,Ikot Abasi,EDEMAYA 3,
NIGERIA,AKWA-IBOM,Ikot Abasi,IKPA IBEKWE 1,
NIGERIA,AKWA-IBOM,Ikot Abasi,IKPA IBEKWE 2,
NIGERIA,AKWA-IBOM,Ikot Abasi,IKPA N. ASS. 1,
NIGERIA,AKWA-IBOM,Ikot Abasi,IKPA N. ASS. 2,
NIGERIA,AKWA-IBOM,Ikot Abasi,UKPON ETE 2,
NIGERIA,AKWA-IBOM,Ikot Abasi,UKPON ETE1,
NIGERIA,AKWA-IBOM,Ikot Abasi,UKPUM OKON,
NIGERIA,AKWA-IBOM,IKOT EKPENE,ABIAKPO,
NIGERIA,AKWA-IBOM,IKOT EKPENE,IKOT ABIA IDEM,
NIGERIA,AKWA-IBOM,IKOT EKPENE,IKOT EKPENE URBAN,
NIGERIA,AKWA-IBOM,IKOT EKPENE,IKOT INYANG,
NIGERIA,AKWA-IBOM,IKOT EKPENE,IKOT OBONG EDONG,
NIGERIA,AKWA-IBOM,IKOT EKPENE,IKOT OTO,
NIGERIA,AKWA-IBOM,IKOT EKPENE,IKOT UBO,
NIGERIA,AKWA-IBOM,IKOT EKPENE,MBIASO,
NIGERIA,AKWA-IBOM,IKOT EKPENE,NSIAK,
NIGERIA,AKWA-IBOM,IKOT EKPENE,URUAOBO,
NIGERIA,AKWA-IBOM,IKOT EKPENE,URUK USO,
NIGERIA,AKWA-IBOM,Ini,IKPE IKOT NKON,
NIGERIA,AKWA-IBOM,Ini,ITUMBONUSO,
NIGERIA,AKWA-IBOM,Ini,IWERRE,
NIGERIA,AKWA-IBOM,Ini,MBIABONG IKOT,
NIGERIA,AKWA-IBOM,Ini,MBIAFUN,
NIGERIA,AKWA-IBOM,Ini,NKARI,
NIGERIA,AKWA-IBOM,Ini,ODORIKPE,
NIGERIA,AKWA-IBOM,Ini,ODORO UKWOK,
NIGERIA,AKWA-IBOM,Ini,USUK IBAHESI,
NIGERIA,AKWA-IBOM,Ini,USUK UKWOP,
NIGERIA,AKWA-IBOM,ITU,AYADEHE/MBIABO,
NIGERIA,AKWA-IBOM,ITU,EAST ITAM 1,
NIGERIA,AKWA-IBOM,ITU,EAST ITAM 2,
NIGERIA,AKWA-IBOM,ITU,EAST ITAM 3,
NIGERIA,AKWA-IBOM,ITU,EAST ITAM 4,
NIGERIA,AKWA-IBOM,ITU,EAST ITAM 5,
NIGERIA,AKWA-IBOM,ITU,OKU IBOKU,
NIGERIA,AKWA-IBOM,ITU,WEST ITAM 1,
NIGERIA,AKWA-IBOM,ITU,WEST ITAM 2,
NIGERIA,AKWA-IBOM,ITU,WEST ITAM 3,
NIGERIA,AKWA-IBOM,MBO,EBUGHU 1,
NIGERIA,AKWA-IBOM,MBO,EBUGHU 2,
NIGERIA,AKWA-IBOM,MBO,EFFIAT 1,
NIGERIA,AKWA-IBOM,MBO,EFFIAT 2,
NIGERIA,AKWA-IBOM,MBO,ENWANG 1,
NIGERIA,AKWA-IBOM,MBO,ENWANG 2,
NIGERIA,AKWA-IBOM,MBO,IBAKA,
NIGERIA,AKWA-IBOM,MBO,UDA 1,
NIGERIA,AKWA-IBOM,MBO,UDA 2,
NIGERIA,AKWA-IBOM,MBO,UDESI,
NIGERIA,AKWA-IBOM,MKPAT ENIN,IBIAKU 1,
NIGERIA,AKWA-IBOM,MKPAT ENIN,IBIAKU 2,
NIGERIA,AKWA-IBOM,MKPAT ENIN,IBIAKU 3,
NIGERIA,AKWA-IBOM,MKPAT ENIN,IKPA IBOM 2,
NIGERIA,AKWA-IBOM,MKPAT ENIN,IKPA IBOM 3,
NIGERIA,AKWA-IBOM,MKPAT ENIN,IKPA IBOM 4,
NIGERIA,AKWA-IBOM,MKPAT ENIN,IKPA IBOM1,
NIGERIA,AKWA-IBOM,MKPAT ENIN,IKPA IKONO 1,
NIGERIA,AKWA-IBOM,MKPAT ENIN,IKPA IKONO 2,
NIGERIA,AKWA-IBOM,MKPAT ENIN,IKPA IKONO 3,
NIGERIA,AKWA-IBOM,MKPAT ENIN,UKPUM MINYA 1,
NIGERIA,AKWA-IBOM,MKPAT ENIN,UKPUM MINYA 2,
NIGERIA,AKWA-IBOM,MKPAT ENIN,UKPUM MINYA 3,
NIGERIA,AKWA-IBOM,MKPAT ENIN,UKPUM MINYA 4,
NIGERIA,AKWA-IBOM,Nsit Atai,WD 1,
NIGERIA,AKWA-IBOM,Nsit Atai,WD 10,
NIGERIA,AKWA-IBOM,Nsit Atai,WD 2,
NIGERIA,AKWA-IBOM,Nsit Atai,WD 3,
NIGERIA,AKWA-IBOM,Nsit Atai,WD 4,
NIGERIA,AKWA-IBOM,Nsit Atai,WD 5,
NIGERIA,AKWA-IBOM,Nsit Atai,WD 6,
NIGERIA,AKWA-IBOM,Nsit Atai,WD 7,
NIGERIA,AKWA-IBOM,Nsit Atai,WD 8,
NIGERIA,AKWA-IBOM,Nsit Atai,WD 9,
NIGERIA,AKWA-IBOM,NSIT IBOM,ASANG 1,
NIGERIA,AKWA-IBOM,NSIT IBOM,ASANG 2,
NIGERIA,AKWA-IBOM,NSIT IBOM,ASANG 3,
NIGERIA,AKWA-IBOM,NSIT IBOM,ASANG 4,
NIGERIA,AKWA-IBOM,NSIT IBOM,ASANG 5,
NIGERIA,AKWA-IBOM,NSIT IBOM,MBIASO 1,
NIGERIA,AKWA-IBOM,NSIT IBOM,MBIASO 2,
NIGERIA,AKWA-IBOM,NSIT IBOM,MBIASO 3,
NIGERIA,AKWA-IBOM,NSIT IBOM,MBIASO 4,
NIGERIA,AKWA-IBOM,NSIT IBOM,MBIASO 5,
NIGERIA,AKWA-IBOM,Nsit Ubium,ITRETO,
NIGERIA,AKWA-IBOM,Nsit Ubium,NDIYA,
NIGERIA,AKWA-IBOM,Nsit Ubium,OBIAKPAN OBIOTIM 1,
NIGERIA,AKWA-IBOM,Nsit Ubium,OBIAKPAN OBIOTIM 2,
NIGERIA,AKWA-IBOM,Nsit Ubium,UBIUM NORTH 1,
NIGERIA,AKWA-IBOM,Nsit Ubium,UBIUM NORTH 2,
NIGERIA,AKWA-IBOM,Nsit Ubium,UBIUM NORTH 3,
NIGERIA,AKWA-IBOM,Nsit Ubium,UBIUM SOUTH 1,
NIGERIA,AKWA-IBOM,Nsit Ubium,UBIUM SOUTH 2,
NIGERIA,AKWA-IBOM,Nsit Ubium,UBIUM SOUTH 3,
NIGERIA,AKWA-IBOM,Obot Akara,IKOT ABIA 1,
NIGERIA,AKWA-IBOM,Obot Akara,IKOT ABIA 2,
NIGERIA,AKWA-IBOM,Obot Akara,IKOT ABIA 3,
NIGERIA,AKWA-IBOM,Obot Akara,NTO -EDINO 1,
NIGERIA,AKWA-IBOM,Obot Akara,NTO -EDINO 2,
NIGERIA,AKWA-IBOM,Obot Akara,NTO -EDINO 3,
NIGERIA,AKWA-IBOM,Obot Akara,NTO -EDINO 4,
NIGERIA,AKWA-IBOM,Obot Akara,OBOT AKARA 1,
NIGERIA,AKWA-IBOM,Obot Akara,OBOT AKARA 2,
NIGERIA,AKWA-IBOM,Obot Akara,OBOT AKARA 3,
NIGERIA,AKWA-IBOM,Okobo,AKAI MBOKPO UDUNG,
NIGERIA,AKWA-IBOM,Okobo,EKEYA,
NIGERIA,AKWA-IBOM,Okobo,EWEME 1,
NIGERIA,AKWA-IBOM,Okobo,EWEME 2,
NIGERIA,AKWA-IBOM,Okobo,NUNG ATAI UBE 1,
NIGERIA,AKWA-IBOM,Okobo,NUNG ATAI UBE 2,
NIGERIA,AKWA-IBOM,Okobo,OFFI 1,
NIGERIA,AKWA-IBOM,Okobo,OFFI 2,
NIGERIA,AKWA-IBOM,Okobo,OKOPEDI 1,
NIGERIA,AKWA-IBOM,Okobo,OKOPEDI 2,
NIGERIA,AKWA-IBOM,Onna,ABAT,
NIGERIA,AKWA-IBOM,Onna,ATIAMKPAT,
NIGERIA,AKWA-IBOM,Onna,AWA 1,
NIGERIA,AKWA-IBOM,Onna,AWA 2,
NIGERIA,AKWA-IBOM,Onna,IKOT AKPAN,
NIGERIA,AKWA-IBOM,Onna,IKOT ANANG,
NIGERIA,AKWA-IBOM,Onna,IKOT IDEM UDO,
NIGERIA,AKWA-IBOM,Onna,IKOT UDO,
NIGERIA,AKWA-IBOM,Onna,IKWE,
NIGERIA,AKWA-IBOM,Onna,NKPOK,
NIGERIA,AKWA-IBOM,Onna,UKPANA,
NIGERIA,AKWA-IBOM,ORON,ANAMFA,
NIGERIA,AKWA-IBOM,ORON,ESIN UFOT,
NIGERIA,AKWA-IBOM,ORON,ESUK ORO,
NIGERIA,AKWA-IBOM,ORON,EYO BASSEY,
NIGERIA,AKWA-IBOM,ORON,IDUA,
NIGERIA,AKWA-IBOM,ORON,IQUITA,
NIGERIA,AKWA-IBOM,ORON,IYAMBA,
NIGERIA,AKWA-IBOM,ORON,UKO UYIKIM,
NIGERIA,AKWA-IBOM,ORON,UKPATA,
NIGERIA,AKWA-IBOM,ORON,UYA ORO,
NIGERIA,AKWA-IBOM,ORUK ANAM,ABAK MIDIM 1,
NIGERIA,AKWA-IBOM,ORUK ANAM,ABAK MIDIM 2,
NIGERIA,AKWA-IBOM,ORUK ANAM,ABAK MIDIM 3,
NIGERIA,AKWA-IBOM,ORUK ANAM,ABAK MIDIM 4,
NIGERIA,AKWA-IBOM,ORUK ANAM,EKPARAKWA,
NIGERIA,AKWA-IBOM,ORUK ANAM,IBESIT,
NIGERIA,AKWA-IBOM,ORUK ANAM,IBESIT NUNG IKOT 1,
NIGERIA,AKWA-IBOM,ORUK ANAM,IBESIT NUNG IKOT 2,
NIGERIA,AKWA-IBOM,ORUK ANAM,IKOT IBRITAM 1,
NIGERIA,AKWA-IBOM,ORUK ANAM,IKOT IBRITAM 2,
NIGERIA,AKWA-IBOM,ORUK ANAM,NDOT IKOT OKORO 1,
NIGERIA,AKWA-IBOM,ORUK ANAM,NDOT IKOT OKORO 2,
NIGERIA,AKWA-IBOM,ORUK ANAM,NDOT IKOT OKORO 3,
NIGERIA,AKWA-IBOM,UDUNG UKO,EKIM,
NIGERIA,AKWA-IBOM,UDUNG UKO,EYIBIA,
NIGERIA,AKWA-IBOM,UDUNG UKO,EYOBIOSIO,
NIGERIA,AKWA-IBOM,UDUNG UKO,EYOFIN,
NIGERIA,AKWA-IBOM,UDUNG UKO,EYOKPONUNG,
NIGERIA,AKWA-IBOM,UDUNG UKO,EYOKPU,
NIGERIA,AKWA-IBOM,UDUNG UKO,EYONSEK,
NIGERIA,AKWA-IBOM,UDUNG UKO,EYOSIOSUNG,
NIGERIA,AKWA-IBOM,UDUNG UKO,EYOTAI,
NIGERIA,AKWA-IBOM,UDUNG UKO,UBORO-ISONG-IYANG,
NIGERIA,AKWA-IBOM,Ukanafun,WD1,
NIGERIA,AKWA-IBOM,Ukanafun,WD10,
NIGERIA,AKWA-IBOM,Ukanafun,WD11,
NIGERIA,AKWA-IBOM,Ukanafun,WD2,
NIGERIA,AKWA-IBOM,Ukanafun,WD3,
NIGERIA,AKWA-IBOM,Ukanafun,WD4,
NIGERIA,AKWA-IBOM,Ukanafun,WD5,
NIGERIA,AKWA-IBOM,Ukanafun,WD6,
NIGERIA,AKWA-IBOM,Ukanafun,WD7,
NIGERIA,AKWA-IBOM,Ukanafun,WD8,
NIGERIA,AKWA-IBOM,Ukanafun,WD9,
NIGERIA,AKWA-IBOM,URUAN,CENTRAL URUAN 1,
NIGERIA,AKWA-IBOM,URUAN,CENTRAL URUAN 2,
NIGERIA,AKWA-IBOM,URUAN,CENTRAL URUAN 3,
NIGERIA,AKWA-IBOM,URUAN,NORTH URUAN 1,
NIGERIA,AKWA-IBOM,URUAN,NORTH URUAN 2,
NIGERIA,AKWA-IBOM,URUAN,SOUTHERN URUAN 1,
NIGERIA,AKWA-IBOM,URUAN,SOUTHERN URUAN 2,
NIGERIA,AKWA-IBOM,URUAN,SOUTHERN URUAN 3,
NIGERIA,AKWA-IBOM,URUAN,SOUTHERN URUAN 4,
NIGERIA,AKWA-IBOM,URUAN,SOUTHERN URUAN 5,
NIGERIA,AKWA-IBOM,URUAN,SOUTHERN URUAN 6,
NIGERIA,AKWA-IBOM,Urue Offong Oruko,ORUKO 10,
NIGERIA,AKWA-IBOM,Urue Offong Oruko,ORUKO 6,
NIGERIA,AKWA-IBOM,Urue Offong Oruko,ORUKO 7,
NIGERIA,AKWA-IBOM,Urue Offong Oruko,ORUKO 8,
NIGERIA,AKWA-IBOM,Urue Offong Oruko,ORUKO 9,
NIGERIA,AKWA-IBOM,Urue Offong Oruko,Urue Offong 1,
NIGERIA,AKWA-IBOM,Urue Offong Oruko,Urue Offong 2,
NIGERIA,AKWA-IBOM,Urue Offong Oruko,URUE OFFONG 3,
NIGERIA,AKWA-IBOM,Urue Offong Oruko,URUE OFFONG 4,
NIGERIA,AKWA-IBOM,Urue Offong Oruko,URUE OFFONG 5,
NIGERIA,AKWA-IBOM,Uyo,ETOI 1,
NIGERIA,AKWA-IBOM,Uyo,ETOI 2,
NIGERIA,AKWA-IBOM,Uyo,IKONO 1,
NIGERIA,AKWA-IBOM,Uyo,IKONO 2,
NIGERIA,AKWA-IBOM,Uyo,OFFOT 1,
NIGERIA,AKWA-IBOM,Uyo,OFFOT 2,
NIGERIA,AKWA-IBOM,Uyo,OKU 1,
NIGERIA,AKWA-IBOM,Uyo,OKU 2,
NIGERIA,AKWA-IBOM,Uyo,URBAN 1,
NIGERIA,AKWA-IBOM,Uyo,URBAN 2,
NIGERIA,AKWA-IBOM,Uyo,URBAN 3,
NIGERIA,ANAMBRA,AGUATA,Achina I,
NIGERIA,ANAMBRA,AGUATA,Achina II,
NIGERIA,ANAMBRA,AGUATA,Aguleze,
NIGERIA,ANAMBRA,AGUATA,Akpo,
NIGERIA,ANAMBRA,AGUATA,Amesi,
NIGERIA,ANAMBRA,AGUATA,Ekwulobia I,
NIGERIA,ANAMBRA,AGUATA,Ekwulobia II,
NIGERIA,ANAMBRA,AGUATA,Ezinifite I,
NIGERIA,ANAMBRA,AGUATA,Ezinifite II,
NIGERIA,ANAMBRA,AGUATA,Igboukwu I,
NIGERIA,ANAMBRA,AGUATA,Igboukwu II,
NIGERIA,ANAMBRA,AGUATA,Ikenga,
NIGERIA,ANAMBRA,AGUATA,Isuofia,
NIGERIA,ANAMBRA,AGUATA,Nkpologwu,
NIGERIA,ANAMBRA,AGUATA,Oraeri,
NIGERIA,ANAMBRA,AGUATA,Uga I,
NIGERIA,ANAMBRA,AGUATA,Uga II,
NIGERIA,ANAMBRA,AGUATA,Umuchu I,
NIGERIA,ANAMBRA,AGUATA,Umuchu II,
NIGERIA,ANAMBRA,AGUATA,Umuona,
NIGERIA,ANAMBRA,AKWA NORTH,ACHALLA I,
NIGERIA,ANAMBRA,AKWA NORTH,ACHALLA II,
NIGERIA,ANAMBRA,AKWA NORTH,ACHALLA III,
NIGERIA,ANAMBRA,AKWA NORTH,AMANSEA,
NIGERIA,ANAMBRA,AKWA NORTH,AMANUKE,
NIGERIA,ANAMBRA,AKWA NORTH,AWBA OFEMILI,
NIGERIA,ANAMBRA,AKWA NORTH,EBENEBE I,
NIGERIA,ANAMBRA,AKWA NORTH,EBENEBE II,
NIGERIA,ANAMBRA,AKWA NORTH,EBENEBE III,
NIGERIA,ANAMBRA,AKWA NORTH,ISUANI ACHI,
NIGERIA,ANAMBRA,AKWA NORTH,MGBAKWU,
NIGERIA,ANAMBRA,AKWA NORTH,UGBENE,
NIGERIA,ANAMBRA,AKWA NORTH,UGBENU,
NIGERIA,ANAMBRA,AKWA NORTH,URUM,
NIGERIA,ANAMBRA,AKWA SOUTH,AMAWBIA I,
NIGERIA,ANAMBRA,AKWA SOUTH,AMAWBIA II,
NIGERIA,ANAMBRA,AKWA SOUTH,AMAWBIA III,
NIGERIA,ANAMBRA,AKWA SOUTH,AWKA I,
NIGERIA,ANAMBRA,AKWA SOUTH,AWKA II,
NIGERIA,ANAMBRA,AKWA SOUTH,AWKA III,
NIGERIA,ANAMBRA,AKWA SOUTH,AWKA IV,
NIGERIA,ANAMBRA,AKWA SOUTH,AWKA V,
NIGERIA,Anambra,AKWA SOUTH,AWKA VI,
NIGERIA,ANAMBRA,AKWA SOUTH,AWKA VII,
NIGERIA,ANAMBRA,AKWA SOUTH,AWKA VIII,
NIGERIA,ANAMBRA,AKWA SOUTH,ISIAGU/EZINATOR,
NIGERIA,ANAMBRA,AKWA SOUTH,MBAUKWU,
NIGERIA,ANAMBRA,AKWA SOUTH,NIBO I,
NIGERIA,ANAMBRA,AKWA SOUTH,NIBO II,
NIGERIA,ANAMBRA,AKWA SOUTH,NIBO III,
NIGERIA,ANAMBRA,AKWA SOUTH,NISE I,
